feature,importance_mean,importance_std
hold_1264_hand,0.0,0.0
hold_1168_start,0.0,0.0
hold_1153_hand,0.0,0.0
hold_1131_start,0.0,0.0
hold_1257_start,0.0,0.0
hold_1312_hand,0.0,0.0
hold_1240_foot,0.0,0.0
hold_1245_hand,0.0,0.0
hold_1233_foot,0.0,0.0
hold_1191_foot,0.0,0.0
hold_1230_start,0.0,0.0
hold_1203_foot,0.0,0.0
hold_1553_hand,0.0,0.0
hold_1151_foot,0.0,0.0
hold_1194_foot,0.0,0.0
hold_1523_foot,0.0,0.0
hold_1293_hand,0.0,0.0
hold_1271_start,0.0,0.0
hold_1191_start,0.0,0.0
hold_1174_foot,0.0,0.0
hold_1345_hand,0.0,0.0
hold_1466_foot,0.0,0.0
hold_1272_hand,0.0,0.0
hold_1227_hand,0.0,0.0
hold_1177_start,0.0,0.0
hold_1141_foot,0.0,0.0
hold_1552_foot,0.0,0.0
hold_1563_foot,0.0,0.0
